mean_supply,var_supply,r_s ,r_k,zeta_storage,eta,D_bar,tol_pi,Note
0.5,0.11,0.475,1.4,0.2,0.3,344,4,Var 0.11'
0.5,0.15,0.475,1.4,0.2,0.3,344,4,Var 0.15'
0.5,0.08,0.475,1.4,0.2,0.3,344,4,Var 0.08'
0.5,0.11,0.425,1.4,0.2,0.3,344,4,S price low'
0.5,0.11,0.475,1.4,0.2,0.1,43.42,4,Var 0.11'
0.5,0.15,0.475,1.4,0.2,0.1,43.42,4,Var 0.15'
0.5,0.08,0.425,1.4,0.2,0.1,43.42,4,Var 0.08'
0.5,0.11,0.475,1.4,0.2,0.1,43.42,4,S price low'
